"Gene"	"Element"	"Class"
"2139_IS91_CP000039.1"	"insertion_element_IS91"	"IS91"
"2282_tnpA_JHDP01000136.1"	"transposase"	"tnpA"
"2647_IS91_AOEK01000013.1"	"insertion_element_IS91"	"IS91"
"413_IS91_APXW01000017.1"	"insertion_element_IS91"	"IS91"
"418_IS91_AF348706.1"	"insertion_element_IS91"	"IS91"
"252_Col(IRGK)_1__AY543071"	"plasmid"	"Col(IRGK)"
"1645_IS91_FN822745.1"	"insertion_element_IS91"	"IS91"
"1913_IS91_BAYU01000013.1"	"insertion_element_IS91"	"IS91"
"2380_IS91_CP004852.1"	"insertion_element_IS91"	"IS91"
"2232_tnpA_AMFJ01009517.1"	"transposase"	"tnpA"
"677_IS91_MSKC01000377.1"	"insertion_element_IS91"	"IS91"
"1559_tnpA_HG322949.1"	"transposase"	"tnpA"
"1796_tnpA_CP007448.1"	"transposase"	"tnpA"
"2092_tnpA_CVJX01000002.1"	"transposase"	"tnpA"
"899_tnpA_CP000857.1"	"transposase"	"tnpA"
"942_tnpA_AFOU01000228.1"	"transposase"	"tnpA"
"780_IS91_MIIY01000592.1"	"insertion_element_IS91"	"IS91"
"255_Col(pWES)_1__DQ268764"	"plasmid"	"Col(pWES)"
"260_Col(KPHS6)_1__NC_016841"	"plasmid"	"Col(KPHS6)"
"1516_tnpA_JEYK02000027.1"	"transposase"	"tnpA"
"1529_qacEdelta_KC820804.1"	"qacEdelta"	"qacEdelta"
"1959_IS91_CWZJ01000412.1"	"insertion_element_IS91"	"IS91"
"2168_IS91_CU928162.2"	"insertion_element_IS91"	"IS91"
"2217_tnpA_CGBL01000035.1"	"transposase"	"tnpA"
"251_ColE10_1__X01654"	"plasmid"	"ColE10"
"261_Col(VCM04)_1__HM231165"	"plasmid"	"Col(VCM04)"
"524_tnpA_JNMB01000144.1"	"transposase"	"tnpA"
"257_Col(YF27601)_1__JF937655"	"plasmid"	"Col(YF27601)"
"1615_IS91_CP000356.1"	"insertion_element_IS91"	"IS91"
"2136_IS91_CP000799.1"	"insertion_element_IS91"	"IS91"
"2575_IS91_AP014651.1"	"insertion_element_IS91"	"IS91"
"457_tnpA_JGBS01000024.1"	"transposase"	"tnpA"
"1202_IS91_AQDB01000097.1"	"insertion_element_IS91"	"IS91"
"2117_IS91_MIIV01000463.1"	"insertion_element_IS91"	"IS91"
"828_tniB_KT779035.1"	"tniB"	"tniB"
"1614_tnpA_MIPZ01000044.1"	"transposase"	"tnpA"
"1411_IS91_MSJV01000482.1"	"insertion_element_IS91"	"IS91"
"1419_IS91_LRLU01000079.1"	"insertion_element_IS91"	"IS91"
"1838_IS91_AMXC01000007.1"	"insertion_element_IS91"	"IS91"
"2006_tnpA_BAVB01000411.1"	"transposase"	"tnpA"
"2346_tnpA_CCVN01000076.1"	"transposase"	"tnpA"
"2538_tnpA_LYPG01000010.1"	"transposase"	"tnpA"
"643_tnpA_KC958437.1"	"transposase"	"tnpA"
"1153_ISBf10_NC006347"	"ISBf10"	"ISBf10"
"2145_IS91_AKKD02000092.1"	"insertion_element_IS91"	"IS91"
"1427_IS91_LGMY01000063.1"	"insertion_element_IS91"	"IS91"
"2304_tnpA_AB066362.1"	"transposase"	"tnpA"
"741_IS91_AQDP01000055.1"	"insertion_element_IS91"	"IS91"
"2379_IS91_AFWT01000007.1"	"insertion_element_IS91"	"IS91"
"1389_tnpA_CQDL01000014.1"	"transposase"	"tnpA"
"1721_tnpA_AE014299.2"	"transposase"	"tnpA"
"2345_tnpA1_AKND01000034.1"	"transposase"	"tnpA1"
"2703_tnpA_CCBE010000021.1"	"transposase"	"tnpA"
"2799_tnpA_HE577055.1"	"transposase"	"tnpA"
"665_tnpA_AKND01000034.1"	"transposase"	"tnpA"
"152_IncB/O/K/Z_2_GU256641"	"plasmid"	"IncB/O/K/Z"
"1647_tnpA_CP000857.1"	"transposase"	"tnpA"
"2397_IS91_AE014073.1"	"insertion_element_IS91"	"IS91"
"853_tnpA_JOQC01000036.1"	"transposase"	"tnpA"
"903_tnpA_JN106169.1"	"transposase"	"tnpA"
"243_Col3M_1__JX514065"	"plasmid"	"Col3M"
"1617_tnpA_AOCI01000152.1"	"transposase"	"tnpA"
"1734_IS91_AQCS01000075.1"	"insertion_element_IS91"	"IS91"
"1991_tnpA_AFQD01000081.1"	"transposase"	"tnpA"
"1108_tnpA_JFEV01000096.1"	"transposase"	"tnpA"
"395_tnpA_JMNL01000234.1"	"transposase"	"tnpA"
"244_Col156_1__NC_009781"	"plasmid"	"Col156"
"1139_tnpA_FJ796871.1"	"transposase"	"tnpA"
"1598_IS91_CP005973.1"	"insertion_element_IS91"	"IS91"
"2425_tnpA2_AB238971.1"	"transposase"	"tnpA2"
"2532_tnpA_AF028594.1"	"transposase"	"tnpA"
"254_Col(YC)_1__NC_002144"	"plasmid"	"Col(YC)"
"2565_tnpA_JOQO01000082.1"	"transposase"	"tnpA"
"747_IS91_HE970764.1"	"insertion_element_IS91"	"IS91"
"877_tnpA_CBWX010000001.1"	"transposase"	"tnpA"
"908_IS91_LRKF01000083.1"	"insertion_element_IS91"	"IS91"
"151_IncB/O/K/Z_3_GQ259888"	"plasmid"	"IncB/O/K/Z"
"387_tnpA_JEXN01000001.1"	"transposase"	"tnpA"
"852_IS91_LRLB01000074.1"	"insertion_element_IS91"	"IS91"
"150_IncB/O/K/Z_1__CU928147"	"plasmid"	"IncB/O/K/Z"
"1537_IS91_LGTC01000001.1"	"insertion_element_IS91"	"IS91"
"1909_IS91_LGMW01000166.1"	"insertion_element_IS91"	"IS91"
"2360_tnpA_HE858529.1"	"transposase"	"tnpA"
"539_tnpA_AMUO01000285.1"	"transposase"	"tnpA"
"603_IS91_MIIV01000083.1"	"insertion_element_IS91"	"IS91"
"883_IS91_LGMY01000267.1"	"insertion_element_IS91"	"IS91"
"953_tnpA_CAGQ01000078.1"	"transposase"	"tnpA"
"153_IncB/O/K/Z_4_FN868832"	"plasmid"	"IncB/O/K/Z"
"165_IncFII(K)_1__CP000648"	"plasmid"	"IncFII(K)"
"1886_IS91_CP005188.1"	"insertion_element_IS91"	"IS91"
"1955_IS91_CXDJ01000301.1"	"insertion_element_IS91"	"IS91"
"2132_IS91_JPMZ01000061.1"	"insertion_element_IS91"	"IS91"
"2164_IS91_ABKX01000001.1"	"insertion_element_IS91"	"IS91"
"2353_tnpA_6_CP014358.1"	"transposase"	"tnpA"
"2721_IS91_CXDK01000097.1"	"insertion_element_IS91"	"IS91"
"700_IS91_JNMU01000145.1"	"insertion_element_IS91"	"IS91"
"837_IS91_APXX01000181.1"	"insertion_element_IS91"	"IS91"
"859_IS91_CWWT01000209.1"	"insertion_element_IS91"	"IS91"
"2265_tnpA_JEXJ01000286.1"	"transposase"	"tnpA"
"149_IncI1_1_Alpha_AP005147"	"plasmid"	"IncI1"
"1732_IS91_LRLY01000166.1"	"insertion_element_IS91"	"IS91"
"2023_tnpA_CP008760.1"	"transposase"	"tnpA"
"2263_tniB_CCES01000002.1"	"tniB"	"tniB"
"2738_tnpA_KU743384.1"	"transposase"	"tnpA"
"1171_IS91_MSJY01000168.1"	"insertion_element_IS91"	"IS91"
"1285_tnpA_EU402605.1"	"transposase"	"tnpA"
"1482_tnpA1_CAHS01000014.1"	"transposase"	"tnpA1"
"2044_tnpA_CIOV01000001.1"	"transposase"	"tnpA"
"2100_tnpA_CP000857.1"	"transposase"	"tnpA"
"893_IS91_CP003837.1"	"insertion_element_IS91"	"IS91"
"2714_tnpA_JEWB01000253.1"	"transposase"	"tnpA"
"262_Col(MGD2)_1__NC_003789"	"plasmid"	"Col(MGD2)"
"2782_tnpA_JMNZ01000214.1"	"transposase"	"tnpA"
"1048_tnpA_CGIA01000008.1"	"transposase"	"tnpA"
"1430_tnpA_LN890520.1"	"transposase"	"tnpA"
"1863_tnpA_CP009794.1"	"transposase"	"tnpA"
"1967_tnpA_AFCH01000014.1"	"transposase"	"tnpA"
"2201_tnpA_KC292503.1"	"transposase"	"tnpA"
"2358_tnpA_LN868943.1"	"transposase"	"tnpA"
"588_IS91_AAMJ02000093.1"	"insertion_element_IS91"	"IS91"
"695_IS91_CP002616.1"	"insertion_element_IS91"	"IS91"
"985_IS91_AGRD01000034.1"	"insertion_element_IS91"	"IS91"
"1956_tnpA_AJ582645.1"	"transposase"	"tnpA"
"242_ColRNAI_1__DQ298019"	"plasmid"	"ColRNAI"
"2800_tniA_ALDS01000249.1"	"tniA"	"tniA"
"1231_tnpA_ACFM01000014.1"	"transposase"	"tnpA"
"2348_tnpA_JNMN01000048.1"	"transposase"	"tnpA"
"1005_IS91_CP000891.1"	"insertion_element_IS91"	"IS91"
"1435_tnpA_AGOH01000001.1"	"transposase"	"tnpA"
"2598_IS91_CU928162.2"	"insertion_element_IS91"	"IS91"
"616_tnpA_AGOO01000004.1"	"transposase"	"tnpA"
"654_tnpA_AGNY01000003.1"	"transposase"	"tnpA"
"1286_tnpA1_AIHH01000057.1"	"transposase"	"tnpA1"
"2335_tnpA_AGQK01000001.1"	"transposase"	"tnpA"
"340_tnpA_AGON01000005.1"	"transposase"	"tnpA"
"1574_tnpA_JORH01000069.1"	"transposase"	"tnpA"
"1605_IS91_CP001384.1"	"insertion_element_IS91"	"IS91"
"1795_tnpA_AM231748.2"	"transposase"	"tnpA"
"2793_tnpA_JNPC01000004.1"	"transposase"	"tnpA"
"1651_IS91_AKKM01000045.1"	"insertion_element_IS91"	"IS91"
"1693_IS91_CP001383.1"	"insertion_element_IS91"	"IS91"
"2286_tnpA_JNPT01000023.1"	"transposase"	"tnpA"
"2527_tnpA_AH002795.3"	"transposase"	"tnpA"
"2631_IS91_AQBF01000076.1"	"insertion_element_IS91"	"IS91"
"1826_tnpA_JNRU01000074.1"	"transposase"	"tnpA"
"1198_IS91_CP000891.1"	"insertion_element_IS91"	"IS91"
"1222_tnpA_CP007448.1"	"transposase"	"tnpA"
"1363_tnpA_EU402605.1"	"transposase"	"tnpA"
"2303_delta-tnpA_HF545435.1"	"transposase"	"delta-tnpA"
"2749_tnpA_JEWH01000133.1"	"transposase"	"tnpA"
"1572_qacEdelta_AB759690.1"	"qacEdelta"	"qacEdelta"
"882_tnpA_LJXB01000063.1"	"transposase"	"tnpA"
"963_tnpA_KM877517.1"	"transposase"	"tnpA"
"2739_tnpA_APYH01000091.1"	"transposase"	"tnpA"
"381_tnpA_AODZ01000132.1"	"transposase"	"tnpA"
"1673_tnpA_JEYC01000208.1"	"transposase"	"tnpA"
"1699_tnpA_L10909.1"	"transposase"	"tnpA"
